fecha;metodo;comuna;sexo;edad;estudios;imagen_bulrich;imagen_larreta;imagen_lousteau;imagen_jorge_macri;imagen_masa;votaria_lousteau;votaria_jorge_macri;P12;P13;votaria_nacional;sufragara_paso;Voto_2021;pon2
2023-08-13;Presencial;Comuna 14;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Muy Positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.05147
2023-08-13;Presencial;Comuna 14;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo negativa;Muy Positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;No sabe/ No contesta;2.16768
2023-08-13;Presencial;Comuna 01;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Algo positiva;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;No sabe/ No contesta;1.11795
2023-08-13;Presencial;Comuna 01;Masculino;18-29;Nivel Primario, ya sea completo o incompleto;No conoce o no tiene opinión formada;Muy Negativa;No conoce o no tiene opinión formada;Muy Negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;En blanco/No votaría;Si, haría eso para evitar que Jorge Macri sea electo;En blanco/ No votaría;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.96122
2023-08-13;Presencial;Comuna 01;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;Si, haría eso para evitar que Jorge Macri sea electo;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.92029
2023-08-13;Presencial;Comuna 01;Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;2.1826
2023-08-13;Presencial;Comuna 01;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo positiva;No conoce o no tiene opinión formada;Muy Negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.73201
2023-08-13;Presencial;Comuna 01;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;No sabe/No contesta;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;1.07633
2023-08-13;Presencial;Comuna 01;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy Negativa;Algo positiva;Algo positiva;Nunca lo votaría;Podría llegar a votarlo;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;No sabe/ No contesta;1.16754
2023-08-13;Presencial;Comuna 01;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Jorge Macri de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;0.91752
2023-08-13;Presencial;Comuna 01;Masculino;30-49;Nivel Primario, ya sea completo o incompleto;No conoce o no tiene opinión formada;Muy Negativa;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Algo positiva;Podría llegar a votarlo;Podría llegar a votarlo;No sabe/No contesta;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;En blanco;1.93616
2023-08-13;Presencial;Comuna 04;Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Algo negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;En blanco/No votaría;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.52004
2023-08-13;Presencial;Comuna 04;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Algo positiva;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;No sabe/ No contesta;0.94438
2023-08-13;Presencial;Comuna 04;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo negativa;No conoce o no tiene opinión formada;Algo negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;Leandro Santoro del Frente de Todos;0.87367
2023-08-13;Presencial;Comuna 04;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;No conoce o no tiene opinión formada;Muy Negativa;Muy Positiva;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.80112
2023-08-13;Presencial;Comuna 04;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.92256
2023-08-13;Presencial;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Muy Negativa;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.68658
2023-08-13;Presencial;Comuna 04;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.20172
2023-08-13;Presencial;Comuna 04;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Muy Negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;No sabe / No contesta;Muy probable;En blanco;0.99302
2023-08-13;Presencial;Comuna 04;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Luis Zamora de Autodeterminación y Libertad;0.87367
2023-08-13;Presencial;Comuna 04;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;No conoce o no tiene opinión formada;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;0.99302
2023-08-13;Presencial;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.68658
2023-08-13;Presencial;Comuna 04;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Algo positiva;Podría llegar a votarlo;Podría llegar a votarlo;En blanco/No votaría;No, no haría eso;En blanco/ No votaría;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.64609
2023-08-13;Presencial;Comuna 04;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;No conoce o no tiene opinión formada;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;No sabe/No contesta;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.00954
2023-08-13;Presencial;Comuna 04;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Muy Negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;No sabe/ No contesta;0.86059
2023-08-13;Presencial;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;En blanco/No votaría;No, no haría eso;No sabe / No contesta;Muy probable;En blanco;0.55943
2023-08-13;Presencial;Comuna 04;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo positiva;Algo negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;En blanco/ No votaría;Muy probable;No sabe/ No contesta;0.78037
2023-08-13;Presencial;Comuna 04;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.95554
2023-08-13;Presencial;Comuna 04;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Muy Negativa;Algo negativa;Muy Positiva;Algo negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;En blanco;0.725
2023-08-13;Presencial;Comuna 04;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.009
2023-08-13;Presencial;Comuna 04;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;No sabe/ No contesta;1.80112
2023-08-13;CATI;Comuna 01;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.8006
2023-08-13;CATI;Comuna 01;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.8454
2023-08-13;CATI;Comuna 01;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Seguro lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.73201
2023-08-13;CATI;Comuna 02;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo positiva;Algo negativa;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.92995
2023-08-13;CATI;Comuna 02;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Nunca lo votaría;Podría llegar a votarlo;No sabe/No contesta;No sabe - Está indeciso;No sabe / No contesta;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.82772
2023-08-13;CATI;Comuna 02;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.08197
2023-08-13;CATI;Comuna 02;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Algo negativa;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.0205
2023-08-13;CATI;Comuna 02;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.08197
2023-08-13;CATI;Comuna 02;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Jorge Macri de Juntos;;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;Algo probable;No sabe/ No contesta;0.85028
2023-08-13;CATI;Comuna 02;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo negativa;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.89786
2023-08-13;CATI;Comuna 03;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Muy Positiva;Muy Negativa;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;Algo probable;Leandro Santoro del Frente de Todos;1.13726
2023-08-13;CATI;Comuna 03;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.98472
2023-08-13;CATI;Comuna 03;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Positiva;Nunca lo votaría;Podría llegar a votarlo;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.78631
2023-08-13;CATI;Comuna 03;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.98472
2023-08-13;CATI;Comuna 03;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Algo probable;Javier Milei de Libertad Avanza;1.03635
2023-08-13;CATI;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Negativa;Algo positiva;Muy Negativa;No sabe - No tiene opinión formada;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;No sabe/ No contesta;0.68658
2023-08-13;CATI;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.71351
2023-08-13;CATI;Comuna 04;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.95554
2023-08-13;CATI;Comuna 04;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo positiva;Muy Positiva;Algo negativa;Algo positiva;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.04857
2023-08-13;CATI;Comuna 04;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;No sabe/No contesta;No, no haría eso;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.57243
2023-08-13;CATI;Comuna 04;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;Si, haría eso para evitar que Jorge Macri sea electo;Javier Milei y Victoria Villarruel de La Libertad Avanza;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.15637
2023-08-13;CATI;Comuna 04;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;No conoce o no tiene opinión formada;Muy Positiva;Muy Positiva;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;No sabe/ No contesta;0.90794
2023-08-13;CATI;Comuna 05;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy Negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Algo probable;Javier Milei de Libertad Avanza;0.87366
2023-08-13;CATI;Comuna 05;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.95873
2023-08-13;CATI;Comuna 05;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;Leandro Santoro del Frente de Todos;0.90792
2023-08-13;CATI;Comuna 05;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.92255
2023-08-13;CATI;Comuna 05;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Seguro lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.01648
2023-08-13;CATI;Comuna 06;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;En blanco;0.90189
2023-08-13;CATI;Comuna 06;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.8876
2023-08-13;CATI;Comuna 06;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.08684
2023-08-13;CATI;Comuna 06;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;2.04862
2023-08-13;CATI;Comuna 07;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Nunca lo votaría;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;Si, haría eso para evitar que Jorge Macri sea electo;Gabriel Solano y Vilma Ripoll del Frente de Izquierda Unidad;Algo probable;Luis Zamora de Autodeterminación y Libertad;0.84871
2023-08-13;CATI;Comuna 07;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No sabe - Está indeciso;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;Algo probable;No sabe/ No contesta;0.84871
2023-08-13;CATI;Comuna 08;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Otro;Algo probable;Leandro Santoro del Frente de Todos;0.76768
2023-08-13;CATI;Comuna 08;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo positiva;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Algo probable;Leandro Santoro del Frente de Todos;0.76768
2023-08-13;CATI;Comuna 08;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Otro;Algo probable;Myriam Bregman del Frente de Izquierda Unidad;0.60329
2023-08-13;CATI;Comuna 09;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Nunca lo votaría;Podría llegar a votarlo;No sabe/No contesta;No, no haría eso;No sabe / No contesta;Algo probable;En blanco;0.7438
2023-08-13;CATI;Comuna 10;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;0.70222
2023-08-13;CATI;Comuna 10;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy Negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Algo probable;Javier Milei de Libertad Avanza;0.84697
2023-08-13;CATI;Comuna 10;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Algo probable;María Eugenia Vidal de Juntos por el Cambio;1.07776
