P2;P3a;P4;P4.1;P5;P6;P7;Ponde;Ponde2;Sociodemografico;PondeJdg;SoloJGB;EdadmasJGB;EdadJGB
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.8;3.3;0.8;0.9;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;Jorge Macri de JXC;0.6;3.3;0.8;0.6;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;No sabe / No contesta;Jorge Macri de JXC;0.9;3.7;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Patricia Bullrich por Juntos por el Cambio;Leandro Santoro de UPX;0.9;3.7;0.8;0.9;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Horacio R Larreta;No sabe/ No tiene opinión formada;0.7;3.7;0.8;0.6;1.0;0.8;1.0
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.9;3.7;0.8;0.9;1.32;1.0;1.32
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;En blanco/ No votaría;En blanco/ No votaría;0.6;3.3;0.8;0.6;1.0;0.8;1.0
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;En blanco/ No votaría;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;Otros;0.9;3.5;0.8;0.9;1.0;0.8;1.0
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.8;3.4;0.8;0.9;1.05;0.9;1.05
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Patricia Bullrich por Juntos por el Cambio;M Lousteau de JXC;0.7;3.7;0.8;0.8;1.72;1.2;1.72
Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;3.3;0.8;0.8;0.87;0.8;0.87
Femenino;18-29;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ No tiene opinión formada;1.7;6.74;1.9;1.7;1.0;2.3;1.0
Femenino;18-29;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Ramiro Marra de LA;1.7;6.74;1.9;1.8;1.32;2.5;1.32
Femenino;18-29;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;Horacio R Larreta;Jorge Macri de JXC;1.7;6.74;1.9;1.7;0.87;2.2;0.87
Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.2;4.51;1.1;1.2;1.32;1.2;1.32
Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Jorge Macri de JXC;1.1;4.11;1.1;1.1;0.87;1.0;0.87
Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;M Lousteau de JXC;1.1;4.21;1.1;1.3;1.72;1.4;1.72
Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;No sabe/ no contesta;No sabe / No contesta;No sabe/ No tiene opinión formada;1.1;4.11;1.1;1.1;1.0;1.0;1.0
Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Horacio R Larreta;Jorge Macri de JXC;1.2;4.51;1.1;1.1;0.87;1.0;0.87
Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Leandro Santoro de UPX;1.1;4.21;1.1;1.1;1.05;1.1;1.05
Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;En blanco/ No votaría;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de JXC;1.1;4.21;1.1;1.1;0.87;1.0;0.87
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;1.0;3.71;1.0;1.0;0.87;0.8;0.87
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;Ramiro Marra de la Libertad avanza;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;En blanco/ No votaría;1.0;3.71;1.0;1.0;1.0;0.8;1.0
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.0;3.81;1.0;1.0;1.05;0.9;1.05
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;En blanco/ No votaría;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;M Lousteau de JXC;1.0;3.81;1.0;1.2;1.72;1.2;1.72
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;1.0;3.71;1.0;1.0;0.87;0.8;0.87
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;No sabe / No contesta;Leandro Santoro de UPX;1.0;3.81;1.0;1.0;1.05;0.9;1.05
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;En blanco/ No votaría;En blanco/ No votaría;1.0;3.81;1.0;1.0;1.0;0.8;1.0
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.0;3.81;1.0;1.0;1.05;0.9;1.05
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.0;3.81;1.0;1.0;1.05;0.9;1.05
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;En blanco/ No votaría;En blanco/ No votaría;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;En blanco/ No votaría;1.0;3.91;1.0;1.0;1.0;0.8;1.0
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;No sabe / No contesta;En blanco/ No votaría;1.0;3.81;1.0;1.0;1.0;0.8;1.0
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;No sabe / No contesta;No sabe/ no contesta;No sabe / No contesta;No sabe/ No tiene opinión formada;1.0;3.71;1.0;1.0;1.0;0.8;1.0
Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Juan Schiaretti y Florencio Randazzo del Peronismo Federal / Hacemos por Nuestro País;Leandro Santoro de Unión por la Patria;Otro;Jorge Macri de JXC;1.0;3.91;1.0;1.0;0.87;0.8;0.87
Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;En blanco/ No votaría;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Otros;1.7;6.76;2.0;1.7;1.0;2.3;1.0
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Horacio R Larreta;Jorge Macri de JXC;1.2;4.53;1.1;1.1;0.87;1.0;0.87
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.2;4.53;1.1;1.2;1.32;1.2;1.32
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;M Lousteau de JXC;1.1;4.13;1.1;1.3;1.72;1.4;1.72
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.2;4.53;1.1;1.2;1.32;1.2;1.32
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.1;4.23;1.1;1.1;1.05;1.1;1.05
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;1.1;4.13;1.1;1.1;0.87;1.0;0.87
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;No sabe/ no contesta;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de JXC;1.2;4.53;1.1;1.1;0.87;1.0;0.87
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.2;4.53;1.1;1.2;1.32;1.2;1.32
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.1;4.23;1.1;1.1;1.05;1.1;1.05
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.1;4.23;1.1;1.1;1.05;1.1;1.05
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Leandro Santoro de Unión por la Patria;Patricia Bullrich por Juntos por el Cambio;Leandro Santoro de UPX;1.1;4.13;1.1;1.1;1.05;1.1;1.05
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de Juntos;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de JXC;1.1;4.23;1.1;1.1;0.87;1.0;0.87
Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ No tiene opinión formada;1.1;4.23;1.1;1.1;1.0;1.0;1.0
