plaza;estrato;Sexo;Edad;estudios;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;p24;p25;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;p37;p38;LARRETA;MANES;VIDAL;CFK;SCIOLI;MACRI;MASSA;BULLRICH;MILEI;LOUSTEAU;KICILLOF;SANTILLI;zona;weight
Rosario;3;Hombre;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Vuelva a gobernar Juntos por el Cambio;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Podría llegar a votarlo;Seguro lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;La Libertad Avanza de Javier Milei;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Patricia Bullrich por Juntos por el Cambio;Otro candidato;Javier Milei por Avanza Libertad;Horacio Rodríguez Larreta por Juntos por el Cambio;Javier Milei de Avanza Libertad;Horacio Rodríguez Larreta por Juntos por el Cambio;Javier Milei de Avanza Libertad;Mala;Mala;Buena;Muy mala;Muy mala;Mala;Muy mala;Buena;Buena;Buena;Muy mala;;;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Negativa;Positiva;Negativa;Negativa;Negativa;Negativa;Positiva;Positiva;Positiva;Negativa;;Grandes;0.771
Rosario;3;Hombre;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo firme y capaz de imponer sus ideas;No, no es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Seguro lo votaría;Podría llegar a votarlo;Seguro lo votaría;Frente de Todos de Cristina y Alberto Fernández;Daniel Scioli por el Frente de Todos;Sergio Massa por el Frente de Todos;Javier Milei por Avanza Libertad;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Buena;Mala;Muy buena;Buena;Muy mala;Buena;Muy mala;Muy mala;Buena;Buena;;;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Positiva;Negativa;Positiva;Positiva;Negativa;Positiva;Negativa;Negativa;Positiva;Positiva;;Grandes;0.771
Rosario;3;Mujer;Entre 30 y 49 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;No, no es un impedimento;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;La Libertad Avanza de Javier Milei;Patricia Bullrich por Juntos por el Cambio;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Mala;Buena;Mala;Muy mala;Muy mala;Muy mala;Muy mala;Buena;Muy buena;Mala;Muy mala;;;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Positiva;Negativa;Negativa;Negativa;Negativa;Negativa;Positiva;Positiva;Negativa;Negativa;;Grandes;0.737076
Rosario;3;Hombre;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Vuelva a gobernar Juntos por el Cambio;Un liderazgo que genere diálogo y  consensos ;No, no es un impedimento;Podría llegar a votarlo;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Juntos por el Cambio de Bullrich, Macri y Larreta;Facundo Manes por Juntos por el Cambio;Otro candidato;Otro candidato;Otro candidato;Otro candidato;Horacio Rodríguez Larreta por Juntos por el Cambio;Horacio Rodríguez Larreta por Juntos por el Cambio;Horacio Rodríguez Larreta por Juntos por el Cambio;Ninguno de los dos;Mala;Muy buena;Buena;Muy mala;Muy mala;Buena;Muy mala;Buena;Muy mala;Mala;Muy mala;;;José Luis Espert;Algunas;Negativa;Positiva;Positiva;Negativa;Negativa;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;;Grandes;0.771
Córdoba;3;Hombre;Mayor de 50 años;Nivel Primario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo que genere diálogo y  consensos ;Si, es un impedimento;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Juntos por el Cambio de Bullrich, Macri y Larreta;Javier Milei por Avanza Libertad;Juan Schiaretti por el peronismo federal;Patricia Bullrich por Juntos por el Cambio;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Indeciso;Javier Milei de Avanza Libertad;Mala;Ns/Nc;Muy buena;Ns/Nc;Ns/Nc;Muy buena;Ns/Nc;Muy buena;Muy buena;Ns/Nc;Muy mala;;;Mauricio Macri y Miguel Pichetto;Muchas;Negativa;Ns Nr;Positiva;Ns Nr;Ns Nr;Positiva;Ns Nr;Positiva;Positiva;Ns Nr;Negativa;;Grandes;0.771
Mendoza;3;Hombre;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo que genere diálogo y  consensos ;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;El peronismo no kirchnerista de Schiaretti y Urtubey;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Indeciso;Indeciso;Indeciso;Ninguno de los dos;Ninguno de los dos;Ninguno de los dos;Indeciso;Mala;Muy buena;Mala;Mala;Buena;Mala;Mala;Mala;Mala;Buena;Mala;;;José Luis Espert;Pocas;Negativa;Positiva;Negativa;Negativa;Positiva;Negativa;Negativa;Negativa;Negativa;Positiva;Negativa;;Grandes;0.771
Mendoza;3;Mujer;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo que genere diálogo y  consensos ;No, no es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Seguro lo votaría;Seguro lo votaría;Seguro lo votaría;Frente de Todos de Cristina y Alberto Fernández;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Ninguno de los dos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Buena;Muy mala;Muy buena;Buena;Muy mala;Buena;Muy mala;Muy mala;Mala;Muy buena;;;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Positiva;Negativa;Positiva;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;Positiva;;Grandes;0.771
Mar del Plata;4;Hombre;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Seguro lo votaría;Seguro lo votaría;Seguro lo votaría;Frente de Todos de Cristina y Alberto Fernández;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Buena;Mala;Muy buena;Muy buena;Muy mala;Muy buena;Muy mala;Muy mala;Muy mala;Muy buena;Muy mala;Axel Kicillof por el Frente de Todos;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Positiva;Negativa;Positiva;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;Positiva;Negativa;Grandes;0.917
Mar del Plata;4;Mujer;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo que genere diálogo y  consensos ;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Seguro lo votaría;Frente de Todos de Cristina y Alberto Fernández;Myriam Bregman por el Frente de Izquierda;Otro candidato;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Myriam Bregman por el Frente de Izquierda;Ninguno de los dos;Ninguno de los dos;Ninguno de los dos;Ninguno de los dos;Mala;Buena;Muy mala;Muy buena;Mala;Muy mala;Mala;Muy mala;Muy mala;Mala;Muy buena;Ns/Nc;Axel Kicillof por el Frente de Todos;No sabe;Muchas;Negativa;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Positiva;Ns Nr;Grandes;0.917
Mar del Plata;4;Mujer;Entre 30 y 49 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Nunca lo votaría;Frente de Todos de Cristina y Alberto Fernández;Otro candidato;Daniel Scioli por el Frente de Todos;Otro candidato;En blanco;En blanco;Ninguno de los dos;Ninguno de los dos;Ninguno de los dos;Ninguno de los dos;Mala;Muy buena;Muy mala;Muy buena;Mala;Muy mala;Buena;Muy mala;Muy mala;Ns/Nc;Mala;Ns/Nc;Florencio Randazzo por el peronismo federal;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Positiva;Negativa;Positiva;Negativa;Negativa;Positiva;Negativa;Negativa;Ns Nr;Negativa;Ns Nr;Grandes;0.917
La Plata;4;Mujer;Entre 30 y 49 años;Nivel Primario, ya sea completo o incompleto;Gobierne un partido político nuevo;No sabe // no tiene opinión formada;No sabe/ no tiene opinión formada;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Podría llegar a votarlo;Seguro lo votaría;Otro candidato;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Axel Kicillof  por el Frente de Todos;Javier Milei por Avanza Libertad;Juan Schiaretti por el peronismo federal;Horacio Rodríguez Larreta por Juntos por el Cambio;Javier Milei de Avanza Libertad;Indeciso;Javier Milei de Avanza Libertad;Mala;Muy buena;Muy buena;Muy mala;Muy mala;Muy buena;Muy buena;Mala;Muy buena;Ns/Nc;Muy buena;Muy buena;Axel Kicillof por el Frente de Todos;Mauricio Macri y Miguel Pichetto;Algunas;Negativa;Positiva;Positiva;Negativa;Negativa;Positiva;Positiva;Negativa;Positiva;Ns Nr;Positiva;Positiva;Grandes;0.917
La Plata;4;Hombre;Entre 30 y 49 años;Nivel Secundario, ya sea completo o incompleto;Gobierne un partido político nuevo;No sabe // no tiene opinión formada;No sabe/ no tiene opinión formada;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Podría llegar a votarlo;Seguro lo votaría;Otro candidato;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Axel Kicillof  por el Frente de Todos;Javier Milei por Avanza Libertad;Juan Schiaretti por el peronismo federal;Horacio Rodríguez Larreta por Juntos por el Cambio;Javier Milei de Avanza Libertad;Indeciso;Javier Milei de Avanza Libertad;Mala;Muy buena;Muy buena;Muy mala;Muy mala;Muy buena;Muy buena;Mala;Muy buena;Ns/Nc;Muy buena;Muy buena;Axel Kicillof por el Frente de Todos;Mauricio Macri y Miguel Pichetto;Algunas;Negativa;Positiva;Positiva;Negativa;Negativa;Positiva;Positiva;Negativa;Positiva;Ns Nr;Positiva;Positiva;Grandes;0.917
Tucumán;3;Mujer;Entre 30 y 49 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;No, no es un impedimento;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;La Libertad Avanza de Javier Milei;Patricia Bullrich por Juntos por el Cambio;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Ninguno de los dos;Javier Milei de Avanza Libertad;Mala;Buena;Mala;Muy mala;Muy mala;Muy mala;Muy mala;Buena;Muy buena;Mala;Muy mala;;;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Positiva;Negativa;Negativa;Negativa;Negativa;Negativa;Positiva;Positiva;Negativa;Negativa;;Grandes;0.737076
Tucumán;3;Hombre;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Vuelva a gobernar Juntos por el Cambio;Un liderazgo que genere diálogo y  consensos ;No, no es un impedimento;Podría llegar a votarlo;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Juntos por el Cambio de Bullrich, Macri y Larreta;Facundo Manes por Juntos por el Cambio;Otro candidato;Otro candidato;Otro candidato;Otro candidato;Horacio Rodríguez Larreta por Juntos por el Cambio;Horacio Rodríguez Larreta por Juntos por el Cambio;Horacio Rodríguez Larreta por Juntos por el Cambio;Ninguno de los dos;Mala;Muy buena;Buena;Muy mala;Muy mala;Buena;Muy mala;Buena;Muy mala;Mala;Muy mala;;;José Luis Espert;Algunas;Negativa;Positiva;Positiva;Negativa;Negativa;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;;Grandes;0.771
Tucumán;3;Mujer;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo que genere diálogo y  consensos ;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Nunca lo votaría;Seguro lo votaría;Frente de Todos de Cristina y Alberto Fernández;Myriam Bregman por el Frente de Izquierda;Otro candidato;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Myriam Bregman por el Frente de Izquierda;Ninguno de los dos;Ninguno de los dos;Ninguno de los dos;Ninguno de los dos;Mala;Buena;Muy mala;Muy buena;Mala;Muy mala;Mala;Muy mala;Muy mala;Mala;Muy buena;;;No sabe;Muchas;Negativa;Positiva;Negativa;Positiva;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Positiva;;Grandes;0.771
Pedernal;9;Mujer;Entre 30 y 49 años;Nivel Primario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;No sabe;Nunca lo votaría;Nunca lo votaría;La Libertad Avanza de Javier Milei;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Daniel Scioli por el Frente de Todos;Javier Milei de Avanza Libertad;Sergio Massa por el Frente de Todos;Javier Milei de Avanza Libertad;Mala;Mala;Mala;Ns/Nc;Buena;Muy mala;Muy mala;Muy mala;Buena;Muy mala;Muy mala;;;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Negativa;Negativa;Ns Nr;Positiva;Negativa;Negativa;Negativa;Positiva;Negativa;Negativa;;Chicas;1.717
Pedernal;9;Hombre;Entre 30 y 49 años;Nivel Primario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;No, no es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Seguro lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;La Libertad Avanza de Javier Milei;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Daniel Scioli por el Frente de Todos;Javier Milei de Avanza Libertad;Sergio Massa por el Frente de Todos;Javier Milei de Avanza Libertad;Mala;Ns/Nc;Buena;Muy mala;Mala;Muy mala;Muy mala;Muy mala;Buena;Mala;Muy mala;;;Alberto Fernández y Cristina Kirchner;Pocas;Negativa;Ns Nr;Positiva;Negativa;Negativa;Negativa;Negativa;Negativa;Positiva;Negativa;Negativa;;Chicas;1.717
Termas R Hondo;8;Hombre;Mayor de 50 años;Nivel Primario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo firme y capaz de imponer sus ideas;No sabe/ no tiene opinión formada;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Frente de Todos de Cristina y Alberto Fernández;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Mala;Mala;Muy buena;Buena;Muy mala;Buena;Mala;Muy mala;Ns/Nc;Buena;;;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Negativa;Negativa;Positiva;Positiva;Negativa;Positiva;Negativa;Negativa;Ns Nr;Positiva;;Chicas;2.182
Termas R Hondo;8;Hombre;Mayor de 50 años;Nivel Primario, ya sea completo o incompleto;Siga gobernando el peronismo;No sabe // no tiene opinión formada;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Podría llegar a votarlo;Seguro lo votaría;Podría llegar a votarlo;Nunca lo votaría;Frente de Todos de Cristina y Alberto Fernández;Daniel Scioli por el Frente de Todos;Daniel Scioli por el Frente de Todos;Axel Kicillof  por el Frente de Todos;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Javier Milei de Avanza Libertad;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Ns/Nc;Buena;Buena;Buena;Mala;Buena;Mala;Buena;Ns/Nc;Ns/Nc;;;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Ns Nr;Positiva;Positiva;Positiva;Negativa;Positiva;Negativa;Positiva;Ns Nr;Ns Nr;;Chicas;2.182
Termas R Hondo;8;Hombre;Mayor de 50 años;Nivel Primario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo que genere diálogo y  consensos ;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Nunca lo votaría;Frente de Todos de Cristina y Alberto Fernández;En blanco;En blanco;En blanco;Cristina Kirchner  por el Frente de Todos;En blanco;Ninguno de los dos;Ninguno de los dos;Ninguno de los dos;Ninguno de los dos;Mala;Mala;Muy mala;Buena;Mala;Mala;Mala;Mala;Mala;Mala;Mala;;;Alberto Fernández y Cristina Kirchner;Algunas;Negativa;Negativa;Negativa;Positiva;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;Negativa;;Chicas;2.182
Rivadavia;8;Hombre;Mayor de 50 años;Nivel Primario, ya sea completo o incompleto;Gobierne un partido político nuevo;Un liderazgo firme y capaz de imponer sus ideas;No, no es un impedimento;Nunca lo votaría;Nunca lo votaría;Nunca lo votaría;Seguro lo votaría;Seguro lo votaría;Nunca lo votaría;Podría llegar a votarlo;Frente de Todos de Cristina y Alberto Fernández;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Javier Milei por Avanza Libertad;Daniel Scioli por el Frente de Todos;Javier Milei de Avanza Libertad;Sergio Massa por el Frente de Todos;Javier Milei de Avanza Libertad;Mala;Ns/Nc;Buena;Buena;Buena;Muy mala;Buena;Muy mala;Buena;Buena;Ns/Nc;;;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Ns Nr;Positiva;Positiva;Positiva;Negativa;Positiva;Negativa;Positiva;Positiva;Ns Nr;;Chicas;2.182
Termas R Hondo;8;Mujer;Mayor de 50 años;Nivel Universitario o Terciario, ya sea completo o incompleto;Siga gobernando el peronismo;Un liderazgo firme y capaz de imponer sus ideas;Si, es un impedimento;Nunca lo votaría;Nunca lo votaría;Podría llegar a votarlo;Nunca lo votaría;Seguro lo votaría;Podría llegar a votarlo;Nunca lo votaría;Frente de Todos de Cristina y Alberto Fernández;Daniel Scioli por el Frente de Todos;Daniel Scioli por el Frente de Todos;En blanco;Cristina Kirchner  por el Frente de Todos;Sergio Massa por el Frente de Todos;Daniel Scioli por el Frente de Todos;Ninguno de los dos;Sergio Massa por el Frente de Todos;Sergio Massa por el Frente de Todos;Mala;Ns/Nc;Buena;Buena;Buena;Mala;Buena;Mala;Mala;Ns/Nc;Buena;;;Alberto Fernández y Cristina Kirchner;Muchas;Negativa;Ns Nr;Positiva;Positiva;Positiva;Negativa;Positiva;Negativa;Negativa;Ns Nr;Positiva;;Chicas;2.182
